TOA5,CR6Series,CR6,3767,51073,3767
TIMESTAMP,RECORD,AirTC_Avg,RH,PotSlrW_Avg,WS_ms_S_WVT
TS,RN,Deg C,%,W/m^2,meters/second
,,Avg,Smp,Avg,WVc
8/22/2018 14:00,962,21.58,74.6,-806,1.793
8/22/2018 15:00,963,22.46,68,-857,1.527
8/22/2018 16:00,964,22.75,61.13,-837,1.802
8/22/2018 17:00,965,22.8,70.46,-747.6,1.835
8/22/2018 18:00,966,21.67,65.82,-595.6,1.765
8/22/2018 19:00,967,20.72,62.58,-390.9,1.274
8/22/2018 20:00,968,19.28,71.15,-146.4,1.2
8/22/2018 21:00,969,17.34,74.49,121.7,0.459
8/22/2018 22:00,970,16.81,82.5,387.3,0.213
8/22/2018 23:00,971,16.39,84,641.4,0.436
8/23/2018 0:00,972,15.72,83.5,864,0.523
8/23/2018 1:00,973,15.19,89.5,1040,0.603
8/23/2018 2:00,974,14.5,90.8,1157,0.317
8/23/2018 3:00,975,14.14,95.5,1207,0.608
8/23/2018 4:00,976,13.38,98.5,1186,0.562
8/23/2018 5:00,977,12.95,99.8,1097,0.436
8/23/2018 6:00,978,12.48,100,944,0.218
8/23/2018 7:00,979,12.1,100,739.2,0.25
8/23/2018 8:00,980,12.59,96,495.9,0.263
8/23/2018 9:00,981,14.58,87.5,231.5,0.349
8/23/2018 10:00,982,16.62,79.64,-35.79,0.684
8/23/2018 11:00,983,18.42,62.36,-295.1,0.793
8/23/2018 12:00,984,20.05,52.22,-518.9,0.836
8/23/2018 13:00,985,20.99,55.49,-695.3,0.896
8/23/2018 14:00,986,21.54,51.98,-813,0.909
8/23/2018 15:00,987,21.8,52.34,-863,0.968
8/23/2018 16:00,988,22.71,49.67,-843,1.292
8/23/2018 17:00,989,23.17,42.78,-753.2,1.021
8/23/2018 18:00,990,23.14,47.14,-600.8,0.854
8/23/2018 19:00,991,22.95,56.46,-395.7,0.693
8/23/2018 20:00,992,21.61,53.87,-150.9,0.429
8/23/2018 21:00,993,18.95,72.79,117.9,0.357
8/23/2018 22:00,994,16.65,83.5,383.6,0.877
8/23/2018 23:00,995,16.02,76.48,637.9,1.033
8/24/2018 0:00,996,15.98,76.23,861,0.597
8/24/2018 1:00,997,15.71,81.4,1036,0.649
8/24/2018 2:00,998,14.84,87.1,1153,0.524
8/24/2018 3:00,999,14.61,88.3,1203,0.267
8/24/2018 4:00,1000,14.39,91.9,1182,0.122
8/24/2018 5:00,1001,13.18,95.2,1092,0.147
8/24/2018 6:00,1002,12.96,91.9,939,0.146
8/24/2018 7:00,1003,13.05,92.9,733.8,0.076
8/24/2018 8:00,1004,13.59,84.1,490,0.152
8/24/2018 9:00,1005,16.4,72.86,225.3,0.548
8/24/2018 10:00,1006,19.51,58.45,-42.42,0.465
8/24/2018 11:00,1007,22.12,57.5,-301.9,0.636
8/24/2018 12:00,1008,23.5,49.76,-525.7,0.947
8/24/2018 13:00,1009,24.52,52.57,-702.1,0.695
8/24/2018 14:00,1010,24.71,45.49,-819,0.948
8/24/2018 15:00,1011,25.29,49.57,-869,0.894
8/24/2018 16:00,1012,25.92,42.88,-849,0.798
8/24/2018 17:00,1013,26.05,44.31,-758.9,0.765
8/24/2018 18:00,1014,25.89,47.92,-606,1.075
8/24/2018 19:00,1015,24.6,49,-400.5,0.903
8/24/2018 20:00,1016,22.83,68.2,-155.3,0.469
8/24/2018 21:00,1017,20.22,81,114,0.705
8/24/2018 22:00,1018,19.16,71.15,379.9,0.922
8/24/2018 23:00,1019,18.45,78.56,634.4,0.577
8/25/2018 0:00,1020,18.03,67.77,857,1.17
8/25/2018 1:00,1021,18.83,71.62,1033,1.169
8/25/2018 2:00,1022,18.12,68.7,1150,1.168
8/25/2018 3:00,1023,18.09,70.16,1199,1.01
8/25/2018 4:00,1024,17.68,72.17,1178,0.815
8/25/2018 5:00,1025,17.01,74.79,1087,0.467
8/25/2018 6:00,1026,16.49,77.96,934,0.3
8/25/2018 7:00,1027,16.33,80.2,728.3,0.885
8/25/2018 8:00,1028,16.52,78.76,484.1,0.743
8/25/2018 9:00,1029,17.19,78.61,219.1,0.661
8/25/2018 10:00,1030,19.22,66.32,-49.13,0.568
8/25/2018 11:00,1031,21.57,64.35,-308.7,0.795
8/25/2018 12:00,1032,21.85,65.7,-532.6,0.433
8/25/2018 13:00,1033,23.21,60.93,-709,0.6
8/25/2018 14:00,1034,23.43,64.21,-826,0.576
8/25/2018 15:00,1035,24.49,63.45,-876,0.593
8/25/2018 16:00,1036,23.15,69.96,-855,0.253
8/25/2018 17:00,1037,22.74,73.01,-764.6,0.188
8/25/2018 18:00,1038,22.87,73.13,-611.3,0.491
8/25/2018 19:00,1039,22.59,72.15,-405.3,0.671
8/25/2018 20:00,1040,21.67,77.11,-159.8,0.784
8/25/2018 21:00,1041,20.6,78.34,110.1,0.518
8/25/2018 22:00,1042,20.26,80,376.3,0.593
8/25/2018 23:00,1043,19.72,83,630.9,0.107
8/26/2018 0:00,1044,19.6,80.5,854,0.546
8/26/2018 1:00,1045,19.88,80.4,1029,0.384
8/26/2018 2:00,1046,20.1,83.4,1146,0.304
8/26/2018 3:00,1047,19.84,79.46,1195,0.45
8/26/2018 4:00,1048,19.8,80.6,1173,0.404
8/26/2018 5:00,1049,19.45,80,1083,0.545
8/26/2018 6:00,1050,19.53,79.9,929,0.405
8/26/2018 7:00,1051,18.99,98.3,722.6,0.633
8/26/2018 8:00,1052,18.21,96.6,478,0.412
8/26/2018 9:00,1053,19.26,94.2,212.7,0.647
8/26/2018 10:00,1054,20.04,89.3,-55.93,0.616
8/26/2018 11:00,1055,21.5,81.1,-315.6,0.578
8/26/2018 12:00,1056,22.03,89,-539.5,0.96
8/26/2018 13:00,1057,22.38,88.7,-715.8,0.721
8/26/2018 14:00,1058,23.51,82.4,-833,0.979
8/26/2018 15:00,1059,23.7,87.7,-882,1.041
8/26/2018 16:00,1060,23.87,87,-861,0.85
8/26/2018 17:00,1061,23.89,86.6,-770.2,0.807
8/26/2018 18:00,1062,24.48,86.2,-616.5,0.398
8/26/2018 19:00,1063,24.39,90.2,-410,0.374
8/26/2018 20:00,1064,23.1,96.2,-164.2,0.35
8/26/2018 21:00,1065,22.47,97.8,106.1,0.395
8/26/2018 22:00,1066,22.17,98.2,372.5,0.468
8/26/2018 23:00,1067,22.1,98.4,627.3,0.517
8/27/2018 0:00,1068,22.22,97.8,850,0.399
8/27/2018 1:00,1069,22.36,95.4,1026,0.28
8/27/2018 2:00,1070,22.05,99.6,1142,0.274
8/27/2018 3:00,1071,21.92,96.6,1191,0.335
8/27/2018 4:00,1072,22.25,96.7,1169,0.218
8/27/2018 5:00,1073,22.07,97.8,1078,0.191
8/27/2018 6:00,1074,21.71,99.5,924,0.338
8/27/2018 7:00,1075,21.56,100,716.9,0.316
8/27/2018 8:00,1076,21.68,96.6,471.9,0.291
8/27/2018 9:00,1077,22.92,95,206.3,0.377
8/27/2018 10:00,1078,23.83,88.5,-62.8,0.468
8/27/2018 11:00,1079,25.69,78.79,-322.5,0.667
8/27/2018 12:00,1080,27.35,76.16,-546.5,0.964
8/27/2018 13:00,1081,28.41,73.66,-722.8,0.869
8/27/2018 14:00,1082,29.48,62.01,-839,1.068
8/27/2018 15:00,1083,28.72,71.57,-889,0.74
8/27/2018 16:00,1084,30.1,58.16,-867,0.875
8/27/2018 17:00,1085,28.4,76.7,-775.9,0.946
8/27/2018 18:00,1086,24.15,80.9,-621.7,1.135
8/27/2018 19:00,1087,24.97,81.8,-414.8,0.411
8/27/2018 20:00,1088,24.61,90,-168.6,0.339
8/27/2018 21:00,1089,23.39,91.2,102.1,0.524
8/27/2018 22:00,1090,22.73,90,368.8,0.58
8/27/2018 23:00,1091,22.26,90.2,623.8,0.394
8/28/2018 0:00,1092,22.6,88.9,847,0.765
8/28/2018 1:00,1093,22.41,94.4,1022,0.188
8/28/2018 2:00,1094,22.24,96.2,1138,0.19
8/28/2018 3:00,1095,22.21,95.9,1187,0.168
8/28/2018 4:00,1096,22.01,95.8,1165,0.031
8/28/2018 5:00,1097,21.92,96.4,1073,0.019
8/28/2018 6:00,1098,21.79,94.5,918,0.021
8/28/2018 7:00,1099,21.74,96.1,711.1,0.094
8/28/2018 8:00,1100,22.25,85.5,465.7,0.098
8/28/2018 9:00,1101,24.14,83.5,199.9,0.212
8/28/2018 10:00,1102,26.1,75.96,-69.75,0.677
8/28/2018 11:00,1103,27.44,70.65,-329.6,0.935
8/28/2018 12:00,1104,28.13,68.2,-553.5,1.487
8/28/2018 13:00,1105,28.8,62.32,-729.7,1.794
8/28/2018 14:00,1106,29.02,66.13,-846,1.514
8/28/2018 15:00,1107,29.85,58.71,-895,1.554
8/28/2018 16:00,1108,30.31,58.82,-873,1.563
8/28/2018 17:00,1109,30.68,57.96,-781.6,1.19
8/28/2018 18:00,1110,30.34,58.85,-626.9,0.973
8/28/2018 19:00,1111,29.42,63.39,-419.6,0.674
8/28/2018 20:00,1112,27.11,78.89,-173.1,0.223
8/28/2018 21:00,1113,25.18,80.5,98.1,0.026
8/28/2018 22:00,1114,24.46,85.5,365,0.078
8/28/2018 23:00,1115,23.36,89.1,620.1,0.545
8/29/2018 0:00,1116,23.06,92.5,843,0.439
8/29/2018 1:00,1117,22.85,93.4,1019,0.23
8/29/2018 2:00,1118,22.63,92.1,1134,0.082
8/29/2018 3:00,1119,22.74,92.6,1183,0.273
8/29/2018 4:00,1120,22.43,95.7,1160,0.192
8/29/2018 5:00,1121,22.02,94,1068,0.14
8/29/2018 6:00,1122,21.82,92.6,913,0.165
8/29/2018 7:00,1123,21.53,95,705.2,0.242
8/29/2018 8:00,1124,22.14,85.7,459.4,0.144
8/29/2018 9:00,1125,24.26,79.94,193.3,0.286
8/29/2018 10:00,1126,25.95,70.25,-76.79,0.745
8/29/2018 11:00,1127,27.33,69.55,-336.6,1.137
8/29/2018 12:00,1128,28.25,71.05,-560.6,1.552
8/29/2018 13:00,1129,29.29,59.2,-736.7,1.575
8/29/2018 14:00,1130,29.8,56.92,-853,1.535
8/29/2018 15:00,1131,30.36,62.98,-902,1.307
8/29/2018 16:00,1132,26.61,84,-879,1.6
8/29/2018 17:00,1133,26.76,70,-787.3,0.544
8/29/2018 18:00,1134,28.51,74.48,-632.2,0.716
8/29/2018 19:00,1135,28.26,69.65,-424.4,1.187
8/29/2018 20:00,1136,26.58,78.24,-177.5,0.375
8/29/2018 21:00,1137,24.76,82.9,94.1,0.222
8/29/2018 22:00,1138,24.34,81.6,361.3,0.519
8/29/2018 23:00,1139,22.79,98,616.5,1.05
8/30/2018 0:00,1140,21.32,100,840,0.615
8/30/2018 1:00,1141,20.78,100,1015,0.354
8/30/2018 2:00,1142,20.4,100,1130,0.303
8/30/2018 3:00,1143,20.31,100,1178,0.337
8/30/2018 4:00,1144,20.37,100,1155,0.218
8/30/2018 5:00,1145,20.47,100,1063,0.044
8/30/2018 6:00,1146,20.41,100,907,0.253
8/30/2018 7:00,1147,20.49,100,699.3,0.215
8/30/2018 8:00,1148,20.79,100,453.1,0.112
8/30/2018 9:00,1149,20.96,99.1,186.7,0.254
8/30/2018 10:00,1150,22.21,88.1,-83.9,0.441
8/30/2018 11:00,1151,23.8,75.45,-343.7,0.693
8/30/2018 12:00,1152,25.03,71.93,-567.7,0.819
8/30/2018 13:00,1153,25.88,64.23,-743.7,0.751
8/30/2018 14:00,1154,26.69,58.64,-860,0.659
8/30/2018 15:00,1155,27.31,65.71,-908,0.651
8/30/2018 16:00,1156,27.34,63.99,-885,0.99
8/30/2018 17:00,1157,27.26,75.65,-792.9,0.854
8/30/2018 18:00,1158,25.76,76.31,-637.4,0.155
8/30/2018 19:00,1159,24.71,87.6,-429.2,0.188
8/30/2018 20:00,1160,23.81,81.3,-181.9,0.112
8/30/2018 21:00,1161,23.46,87.7,90.1,0.431
8/30/2018 22:00,1162,22.9,95.6,357.5,0.197
8/30/2018 23:00,1163,22.09,90.4,612.8,0.228
8/31/2018 0:00,1164,21.76,100,836,0.379
8/31/2018 1:00,1165,21.34,97.3,1011,0.221
8/31/2018 2:00,1166,20.52,96.3,1126,0.114
8/31/2018 3:00,1167,20.21,100,1174,0.596
8/31/2018 4:00,1168,19.59,100,1151,0.18
8/31/2018 5:00,1169,19.72,100,1058,0.07
8/31/2018 6:00,1170,20.16,100,902,0.211
8/31/2018 7:00,1171,20.28,100,693.2,0.156
8/31/2018 8:00,1172,20.53,100,446.6,0.131
8/31/2018 9:00,1173,21,100,180.1,0.156
8/31/2018 10:00,1174,21.44,95.6,-91.1,0.15
8/31/2018 11:00,1175,23.19,82.1,-350.9,0.477
8/31/2018 12:00,1176,24.72,74.38,-574.9,0.748
8/31/2018 13:00,1177,26.33,73.53,-750.8,0.919
8/31/2018 14:00,1178,26.96,68.56,-867,1.071
8/31/2018 15:00,1179,27.87,60.56,-915,1.211
8/31/2018 16:00,1180,28.72,56.04,-891,1.102
8/31/2018 17:00,1181,28.75,57.8,-798.6,0.96
8/31/2018 18:00,1182,29.05,57.71,-642.6,0.621
8/31/2018 19:00,1183,28.75,60.72,-434,0.374
8/31/2018 20:00,1184,26.52,80.2,-186.4,0.246
8/31/2018 21:00,1185,23.36,87.7,86,0.813
8/31/2018 22:00,1186,22.61,89.4,353.6,0.477
8/31/2018 23:00,1187,21.43,91.5,609.1,0.673
9/1/2018 0:00,1188,21.11,90.2,832,0.18
9/1/2018 1:00,1189,20.74,90.7,1007,0.008
9/1/2018 2:00,1190,20.34,93.1,1122,0.029
9/1/2018 3:00,1191,20.04,92.3,1170,0.22
9/1/2018 4:00,1192,20.02,91.2,1146,0.589
9/1/2018 5:00,1193,19.88,91.2,1052,0.563
9/1/2018 6:00,1194,19.73,95.3,896,0.263
9/1/2018 7:00,1195,18.96,99.7,687.1,0.21
9/1/2018 8:00,1196,19.49,88.3,440.1,0.622
9/1/2018 9:00,1197,22.42,76.07,173.4,0.402
9/1/2018 10:00,1198,25.13,69.62,-98.3,0.494
9/1/2018 11:00,1199,26.57,70.2,-358.1,0.518
9/1/2018 12:00,1200,25.81,78.36,-582.1,0.475
9/1/2018 13:00,1201,26.81,61.33,-757.8,0.78
9/1/2018 14:00,1202,28.42,58.58,-873,1.228
9/1/2018 15:00,1203,28.91,59.85,-921,1.194
9/1/2018 16:00,1204,27.86,81.9,-897,1.224
9/1/2018 17:00,1205,23.65,93.5,-804,0.671
9/1/2018 18:00,1206,24.73,84.1,-647.8,0.466
9/1/2018 19:00,1207,24.35,84.5,-438.7,0.502
9/1/2018 20:00,1208,23.04,91.9,-190.8,0.49
9/1/2018 21:00,1209,21.84,90.9,82,0.697
9/1/2018 22:00,1210,21.66,91.3,349.8,0.563
9/1/2018 23:00,1211,21.4,91.3,605.3,0.858
9/2/2018 0:00,1212,21.22,92.3,828,0.547
9/2/2018 1:00,1213,20.78,93.8,1003,0.008
9/2/2018 2:00,1214,20.26,97.2,1118,0.085
9/2/2018 3:00,1215,19.8,94.2,1165,0.218
9/2/2018 4:00,1216,19.93,95,1141,0.221
9/2/2018 5:00,1217,19.7,89.3,1047,0.375
9/2/2018 6:00,1218,20.05,90.6,890,0.078
9/2/2018 7:00,1219,19.57,95.1,680.8,0.014
9/2/2018 8:00,1220,20.11,84.7,433.5,0.245
9/2/2018 9:00,1221,23.19,75.24,166.6,0.154
9/2/2018 10:00,1222,25.35,66.41,-105.6,0.46
9/2/2018 11:00,1223,26.62,67.85,-365.3,0.849
9/2/2018 12:00,1224,27.49,60.66,-589.3,0.947
9/2/2018 13:00,1225,28.44,58.4,-764.9,0.988
9/2/2018 14:00,1226,29.1,52.66,-880,1.195
9/2/2018 15:00,1227,29.51,59.06,-928,1.034
9/2/2018 16:00,1228,30.19,52.79,-904,0.859
9/2/2018 17:00,1229,29.7,54.43,-810,0.821
9/2/2018 18:00,1230,30.44,54.19,-653,0.872
9/2/2018 19:00,1231,30.2,56,-443.5,0.572
9/2/2018 20:00,1232,28.46,78.67,-195.2,0.271
9/2/2018 21:00,1233,24.99,81,77.9,0.612
9/2/2018 22:00,1234,24.16,81.1,345.9,0.606
9/2/2018 23:00,1235,23.54,83.8,601.5,0.756
9/3/2018 0:00,1236,23.63,84.7,825,0.67
9/3/2018 1:00,1237,22.68,86.7,999,0.444
9/3/2018 2:00,1238,22.46,87.1,1114,0.022
9/3/2018 3:00,1239,22.4,89.6,1161,0.014
9/3/2018 4:00,1240,21.88,88.7,1136,0.018
9/3/2018 5:00,1241,21.7,91.9,1042,0.139
9/3/2018 6:00,1242,21.47,89.3,884,0.401
9/3/2018 7:00,1243,21.52,88.3,674.5,0.09
9/3/2018 8:00,1244,21.89,85.9,426.8,0.013
9/3/2018 9:00,1245,24.24,75.16,159.8,0.281
9/3/2018 10:00,1246,26.87,67.32,-113,0.384
9/3/2018 11:00,1247,27.87,63.58,-372.6,0.657
9/3/2018 12:00,1248,28.75,66.41,-596.5,0.886
9/3/2018 13:00,1249,29.52,59.83,-772,1.031
9/3/2018 14:00,1250,30.41,56.24,-887,0.899
9/3/2018 15:00,1251,31.14,57.29,-934,0.872
9/3/2018 16:00,1252,31.54,49.31,-910,0.937
9/3/2018 17:00,1253,31.59,55.47,-816,0.842
9/3/2018 18:00,1254,31.35,52.67,-658.2,0.612
9/3/2018 19:00,1255,31.1,52.93,-448.3,0.388
9/3/2018 20:00,1256,29.3,75.35,-199.6,0.088
9/3/2018 21:00,1257,25.99,84.4,73.81,0.919
9/3/2018 22:00,1258,24.74,80,342,0.658
9/3/2018 23:00,1259,24.17,83.2,597.7,0.281
9/4/2018 0:00,1260,23.75,81.2,821,0.204
9/4/2018 1:00,1261,23.75,90.1,995,0.136
9/4/2018 2:00,1262,22.42,91.4,1110,0.322
9/4/2018 3:00,1263,22.21,88.8,1156,0.112
9/4/2018 4:00,1264,21.78,91.8,1131,0.098
9/4/2018 5:00,1265,21.41,97.5,1036,0.247
9/4/2018 6:00,1266,20.69,98.7,878,0.295
9/4/2018 7:00,1267,20.54,99.1,668.2,0.348
9/4/2018 8:00,1268,20.75,96.4,420.1,0.342
9/4/2018 9:00,1269,23.78,77.37,152.9,0.065
9/4/2018 10:00,1270,26.72,68.44,-120.5,0.288
9/4/2018 11:00,1271,28.07,66.24,-379.9,0.554
9/4/2018 12:00,1272,29.72,61.62,-603.8,0.555
9/4/2018 13:00,1273,30.75,58.52,-779.1,0.853
9/4/2018 14:00,1274,31.39,60.71,-894,0.815
9/4/2018 15:00,1275,31.36,47.24,-941,0.701
9/4/2018 16:00,1276,32.04,49.75,-916,0.654
9/4/2018 17:00,1277,32.63,55.9,-821,0.663
9/4/2018 18:00,1278,31.28,56.62,-663.4,0.401
9/4/2018 19:00,1279,31,61.28,-453,0.057
9/4/2018 20:00,1280,27.41,71.63,-204.1,0.663
9/4/2018 21:00,1281,25.21,74.17,69.7,0.228
9/4/2018 22:00,1282,24.71,77.67,338.1,0.173
9/4/2018 23:00,1283,23.7,80.6,593.9,0.156
9/5/2018 0:00,1284,23.41,79.47,817,0.102
9/5/2018 1:00,1285,22.99,83.3,991,0.015
9/5/2018 2:00,1286,22.82,84.6,1105,0.022
9/5/2018 3:00,1287,22.73,85.2,1151,0.09
9/5/2018 4:00,1288,21.67,98,1126,0.233
9/5/2018 5:00,1289,20.91,97.8,1031,0.195
9/5/2018 6:00,1290,21.18,91.3,872,0.027
9/5/2018 7:00,1291,21.4,93.2,661.7,0.283
9/5/2018 8:00,1292,21.62,84.5,413.3,0.221
9/5/2018 9:00,1293,24.23,77.8,146.1,0.164
9/5/2018 10:00,1294,26.84,68.01,-128,0.489
9/5/2018 11:00,1295,28.75,62.74,-387.3,0.623
9/5/2018 12:00,1296,30.05,57.2,-611.1,0.658
9/5/2018 13:00,1297,30.44,52.09,-786.2,0.975
9/5/2018 14:00,1298,30.94,54.31,-901,0.905
9/5/2018 15:00,1299,31.5,58.01,-947,0.91
9/5/2018 16:00,1300,31.85,50.23,-922,0.742
9/5/2018 17:00,1301,31.87,51.61,-827,0.86
9/5/2018 18:00,1302,31.07,56.75,-668.6,0.75
9/5/2018 19:00,1303,30.28,60.48,-457.8,0.294
9/5/2018 20:00,1304,28.33,68,-208.5,0.246
9/5/2018 21:00,1305,26.03,81.4,65.57,0.555
9/5/2018 22:00,1306,25,83,334.2,0.669
9/5/2018 23:00,1307,24.56,80.4,590,0.356
9/6/2018 0:00,1308,24.27,82.4,813,0.209
9/6/2018 1:00,1309,23.49,87.1,987,0.097
9/6/2018 2:00,1310,23.05,91,1101,0.32
9/6/2018 3:00,1311,22.83,91.9,1146,0.109
9/6/2018 4:00,1312,22.39,92.9,1121,0.028
9/6/2018 5:00,1313,22.11,92.9,1025,0.122
9/6/2018 6:00,1314,22.02,90.6,866,0.322
9/6/2018 7:00,1315,21.77,89.4,655.2,0.063
9/6/2018 8:00,1316,22.11,84.4,406.5,0.226
9/6/2018 9:00,1317,24.18,77.52,139.1,0.347
9/6/2018 10:00,1318,26.04,76.92,-135.6,0.849
9/6/2018 11:00,1319,25.54,81.7,-394.7,0.903
9/6/2018 12:00,1320,27.92,67.48,-618.4,0.663
9/6/2018 13:00,1321,28.71,65.02,-793.3,0.881
9/6/2018 14:00,1322,30.16,57.91,-908,0.871
9/6/2018 15:00,1323,28.33,74,-953,0.711
9/6/2018 16:00,1324,24.03,96.5,-928,1.024
9/6/2018 17:00,1325,21.63,93.7,-832,0.413
9/6/2018 18:00,1326,21.67,96.2,-673.7,0.65
9/6/2018 19:00,1327,21.9,95.5,-462.5,0.534
9/6/2018 20:00,1328,21.68,100,-212.9,0.251
9/6/2018 21:00,1329,20.86,100,61.43,0.129
9/6/2018 22:00,1330,20.49,98.2,330.2,0.263
9/6/2018 23:00,1331,20.2,100,586,0.36
9/7/2018 0:00,1332,19.78,100,809,0.229
9/7/2018 1:00,1333,19.63,100,983,0.437
9/7/2018 2:00,1334,19.57,100,1096,0.576
9/7/2018 3:00,1335,19.36,100,1142,0.213
9/7/2018 4:00,1336,19.3,100,1115,0.205
9/7/2018 5:00,1337,19.25,100,1019,0.196
9/7/2018 6:00,1338,19.33,100,860,0.37
9/7/2018 7:00,1339,19.12,100,648.6,0.379
9/7/2018 8:00,1340,19.23,100,399.5,0.267
9/7/2018 9:00,1341,19.76,100,132.2,0.263
9/7/2018 10:00,1342,20.16,100,-143.3,0.225
9/7/2018 11:00,1343,20.9,99.9,-402.1,0.348
9/7/2018 12:00,1344,22.99,82.9,-625.7,0.731
9/7/2018 13:00,1345,25.29,68.53,-800,0.665
9/7/2018 14:00,1346,26.61,65.46,-914,0.979
9/7/2018 15:00,1347,27.54,69.46,-960,0.896
9/7/2018 16:00,1348,27.76,68.49,-934,1.045
9/7/2018 17:00,1349,28.37,62.18,-838,0.707
9/7/2018 18:00,1350,27.67,76.01,-678.9,0.773
9/7/2018 19:00,1351,22.27,95.9,-467.3,0.623
9/7/2018 20:00,1352,21.45,99,-217.3,0.39
9/7/2018 21:00,1353,21.46,100,57.28,0.137
9/7/2018 22:00,1354,21.34,100,326.3,0.136
9/7/2018 23:00,1355,21.25,100,582.1,0.37
9/8/2018 0:00,1356,21.17,100,805,0.079
9/8/2018 1:00,1357,20.62,100,979,0.192
9/8/2018 2:00,1358,20.19,100,1092,0.205
9/8/2018 3:00,1359,20.02,100,1137,0.496
9/8/2018 4:00,1360,19.76,100,1110,0.687
9/8/2018 5:00,1361,19.6,100,1013,0.696
9/8/2018 6:00,1362,19.68,100,854,0.411
9/8/2018 7:00,1363,19.81,100,642,0.418
9/8/2018 8:00,1364,19.87,100,392.6,0.453
9/8/2018 9:00,1365,18.86,94,125.2,1.528
9/8/2018 10:00,1366,17.31,92.8,-151,2.136
9/8/2018 11:00,1367,17.95,84.9,-409.5,1.826
9/8/2018 12:00,1368,18.59,83.4,-633.1,1.682
9/8/2018 13:00,1369,18.92,81.4,-808,1.797
9/8/2018 14:00,1370,19.84,75.44,-921,1.521
9/8/2018 15:00,1371,20.44,78.58,-966,0.954
9/8/2018 16:00,1372,19.28,77.67,-940,1.147
9/8/2018 17:00,1373,18.13,86.5,-844,1.379
9/8/2018 18:00,1374,17.24,77.68,-684,1.184
9/8/2018 19:00,1375,15.92,86.7,-472,1.306
9/8/2018 20:00,1376,14.04,100,-221.8,1.1
9/8/2018 21:00,1377,13.67,94.6,53.11,1.639
9/8/2018 22:00,1378,13.77,98.5,322.3,1.121
9/8/2018 23:00,1379,13.89,96.8,578.1,1.507
9/9/2018 0:00,1380,13.67,99.6,801,1.131
9/9/2018 1:00,1381,13.44,99.9,974,1.47
9/9/2018 2:00,1382,13.07,97.4,1087,0.9
9/9/2018 3:00,1383,12.86,97.7,1132,1.034
9/9/2018 4:00,1384,12.32,97.8,1105,1.324
9/9/2018 5:00,1385,12.07,95.6,1008,1.213
9/9/2018 6:00,1386,12.04,98,848,1.136
9/9/2018 7:00,1387,12.46,99.3,635.3,1.236
9/9/2018 8:00,1388,12.59,99.4,385.5,1.514
9/9/2018 9:00,1389,12.89,99.7,118.1,2.115
9/9/2018 10:00,1390,12.92,99.4,-158.6,2.03
9/9/2018 11:00,1391,13.34,99,-416.9,2.632
9/9/2018 12:00,1392,13.68,97.2,-640.4,2.878
9/9/2018 13:00,1393,14.24,96.4,-815,3.113
9/9/2018 14:00,1394,14.39,97.8,-928,2.904
9/9/2018 15:00,1395,14.37,99.5,-973,2.136
9/9/2018 16:00,1396,14.82,95,-946,2.262
9/9/2018 17:00,1397,14.91,94.7,-849,1.934
9/9/2018 18:00,1398,15.31,90.6,-689.1,1.919
9/9/2018 19:00,1399,15.53,94.8,-476.7,2.142
9/9/2018 20:00,1400,14.74,94.7,-226.2,2.316
9/9/2018 21:00,1401,14.63,95.7,48.94,2.025
9/9/2018 22:00,1402,14.83,90.9,318.3,2.493
9/9/2018 23:00,1403,14.86,89.4,574.1,2.49
9/10/2018 0:00,1404,14.49,98.1,796.5,2.245
9/10/2018 1:00,1405,14.4,98.6,970,2.461
9/10/2018 2:00,1406,14.29,100,1083,2.229
9/10/2018 3:00,1407,14.32,100,1127,1.761
9/10/2018 4:00,1408,14.46,100,1099,1.917
9/10/2018 5:00,1409,14.78,98.1,1002,2.176
9/10/2018 6:00,1410,15.14,94.9,841,2.415
9/10/2018 7:00,1411,15.61,92.4,628.5,2.118
9/10/2018 8:00,1412,16.07,92.6,378.5,2.378
9/10/2018 9:00,1413,16.97,89.8,110.9,2.544
9/10/2018 10:00,1414,17.81,86,-166.2,2.41
9/10/2018 11:00,1415,18.44,94.1,-424.4,1.873
9/10/2018 12:00,1416,18.36,96.6,-647.7,0.401
9/10/2018 13:00,1417,18.9,98.4,-822,0.881
9/10/2018 14:00,1418,18.88,99,-935,0.694
9/10/2018 15:00,1419,19.1,98.3,-979,0.185
9/10/2018 16:00,1420,19.1,100,-952,0.311
9/10/2018 17:00,1421,19.54,99.3,-855,0.274
9/10/2018 18:00,1422,19.67,100,-694.2,0.125
9/10/2018 19:00,1423,19.45,100,-481.5,0.675
9/10/2018 20:00,1424,18.76,100,-230.6,1.126
9/10/2018 21:00,1425,18,100,44.75,1.085
9/10/2018 22:00,1426,17.55,100,314.2,0.865
9/10/2018 23:00,1427,17.39,100,570,0.24
9/11/2018 0:00,1428,17.27,100,792.3,0.543
9/11/2018 1:00,1429,16.52,100,966,0.714
9/11/2018 2:00,1430,15.87,100,1078,0.813
9/11/2018 3:00,1431,15.52,100,1121,0.242
9/11/2018 4:00,1432,15.44,100,1093,0.177
9/11/2018 5:00,1433,15.38,100,996,0.097
9/11/2018 6:00,1434,15.43,100,835,0.002
9/11/2018 7:00,1435,15.39,100,621.7,0.045
9/11/2018 8:00,1436,15.12,98.7,371.3,0.281
9/11/2018 9:00,1437,15.31,97.1,103.6,0.15
