"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","air"
"TIMESTAMP","RECORD","AirTC_Avg","RH"
"TS","RN","Deg C","%"
"","","Avg","Smp"
"2018-09-13 02:00:00",1478,20.86,97.5
"2018-09-13 03:00:00",1479,20.6,94.8
"2018-09-13 04:00:00",1480,20.76,94.9
"2018-09-13 05:00:00",1481,20.63,94.1
"2018-09-13 06:00:00",1482,20.64,95.6
"2018-09-13 07:00:00",1483,20.27,98.4
"2018-09-13 08:00:00",1484,20.94,86.5
"2018-09-13 09:00:00",1485,23.12,84.5
"2018-09-13 10:00:00",1486,23.66,83.5
"2018-09-13 11:00:00",1487,24.75,76.83
"2018-09-13 12:00:00",1488,26.77,69.75
"2018-09-13 13:00:00",1489,28.04,67.08
"2018-09-13 14:00:00",1490,27.91,72.74
"2018-09-13 15:00:00",1491,27.91,69.39
"2018-09-13 16:00:00",1492,28.94,65.4
"2018-09-13 17:00:00",1493,27.13,69.99
"2018-09-13 18:00:00",1494,26.35,70.97
"2018-09-13 19:00:00",1495,24.85,74.74
"2018-09-13 20:00:00",1496,23.24,85.9
"2018-09-13 21:00:00",1497,22.02,87.5
"2018-09-13 22:00:00",1498,21.58,89.7
"2018-09-13 23:00:00",1499,21.61,89
"2018-09-14 00:00:00",1500,21.75,84.5
"2018-09-14 01:00:00",1501,21.82,90.4
"2018-09-14 02:00:00",1502,21.28,86.1
"2018-09-14 03:00:00",1503,21.3,81.3
"2018-09-14 04:00:00",1504,21.05,86.8
"2018-09-14 05:00:00",1505,21.1,84.4
"2018-09-14 06:00:00",1506,20.32,88.8
"2018-09-14 07:00:00",1507,20.15,89.7
"2018-09-14 08:00:00",1508,20.42,90.3
"2018-09-14 09:00:00",1509,20.56,86.4
"2018-09-14 10:00:00",1510,23.29,75.95
"2018-09-14 11:00:00",1511,25.95,66.56
"2018-09-14 12:00:00",1512,28.13,60.7
"2018-09-14 13:00:00",1513,28.44,65.75
"2018-09-14 14:00:00",1514,27.69,73.27
"2018-09-14 15:00:00",1515,28.08,64.03
"2018-09-14 16:00:00",1516,27.63,67.16
"2018-09-14 17:00:00",1517,27.23,65.89
"2018-09-14 18:00:00",1518,27.13,66.78
"2018-09-14 19:00:00",1519,25.89,77.34
"2018-09-14 20:00:00",1520,23.13,86.6
"2018-09-14 21:00:00",1521,21.77,92.2
"2018-09-14 22:00:00",1522,21.19,90.6
"2018-09-14 23:00:00",1523,21.16,90.6
"2018-09-15 00:00:00",1524,20.81,92.6
"2018-09-15 01:00:00",1525,20.66,93.2
"2018-09-15 02:00:00",1526,20.7,89.9
"2018-09-15 03:00:00",1527,20.54,92.1
"2018-09-15 04:00:00",1528,20.43,90
"2018-09-15 05:00:00",1529,20.62,86.2
"2018-09-15 06:00:00",1530,20.63,87.2
"2018-09-15 07:00:00",1531,20.52,92
"2018-09-15 08:00:00",1532,20.45,87
"2018-09-15 09:00:00",1533,21.55,80.2
"2018-09-15 10:00:00",1534,23.16,68.57
"2018-09-15 11:00:00",1535,24.3,73.32
"2018-09-15 12:00:00",1536,25.53,65.75
"2018-09-15 13:00:00",1537,26.29,69.31
"2018-09-15 14:00:00",1538,25.74,76.02
"2018-09-15 15:00:00",1539,26.26,67.94
"2018-09-15 16:00:00",1540,25.92,70.66
"2018-09-15 17:00:00",1541,25.21,73.2
"2018-09-15 18:00:00",1542,24.48,77.89
"2018-09-15 19:00:00",1543,23.12,85.2
"2018-09-15 20:00:00",1544,21.72,89
"2018-09-15 21:00:00",1545,20.86,89.1
"2018-09-15 22:00:00",1546,20.28,91.9
"2018-09-15 23:00:00",1547,19.99,93.4
"2018-09-16 00:00:00",1548,20.06,89.1
"2018-09-16 01:00:00",1549,19.87,91.6
"2018-09-16 02:00:00",1550,19.72,90.6
"2018-09-16 03:00:00",1551,20.04,92.7
"2018-09-16 04:00:00",1552,19.98,87.5
"2018-09-16 05:00:00",1553,19.92,87.6
"2018-09-16 06:00:00",1554,19.29,92.8
"2018-09-16 07:00:00",1555,19.31,95.5
"2018-09-16 08:00:00",1556,20.02,86.8
"2018-09-16 09:00:00",1557,21.07,80.4
"2018-09-16 10:00:00",1558,22.51,70.79
"2018-09-16 11:00:00",1559,24.39,68.1
"2018-09-16 12:00:00",1560,25.75,66.02
"2018-09-16 13:00:00",1561,26.69,63.71
"2018-09-16 14:00:00",1562,26.78,64.18
"2018-09-16 15:00:00",1563,26.97,60.46
"2018-09-16 16:00:00",1564,26.46,69.79
"2018-09-16 17:00:00",1565,24.49,72.7
"2018-09-16 18:00:00",1566,23.83,77.38
"2018-09-16 19:00:00",1567,22.79,81.4
"2018-09-16 20:00:00",1568,21.7,86.1
"2018-09-16 21:00:00",1569,21.48,82.4
"2018-09-16 22:00:00",1570,21.63,79.77
"2018-09-16 23:00:00",1571,21.77,75.32
"2018-09-17 00:00:00",1572,21.6,74.36
"2018-09-17 01:00:00",1573,21.55,77.84
"2018-09-17 02:00:00",1574,21.18,80.3
"2018-09-17 03:00:00",1575,21.18,79.68
"2018-09-17 04:00:00",1576,21.38,80.6
"2018-09-17 05:00:00",1577,21.29,83.3
"2018-09-17 06:00:00",1578,21.37,87
"2018-09-17 07:00:00",1579,20.58,93.8
"2018-09-17 08:00:00",1580,20.14,96.4
"2018-09-17 09:00:00",1581,20.22,93.7
"2018-09-17 10:00:00",1582,19.88,99
"2018-09-17 11:00:00",1583,20.56,91.9
"2018-09-17 12:00:00",1584,21.6,93.9
"2018-09-17 13:00:00",1585,23.66,79.84
"2018-09-17 14:00:00",1586,26.49,67.45
"2018-09-17 15:00:00",1587,25.95,89.4
"2018-09-17 16:00:00",1588,22.93,99.7
"2018-09-17 17:00:00",1589,23.02,93.2
"2018-09-17 18:00:00",1590,23.83,92.1
"2018-09-17 19:00:00",1591,22.39,97.7
"2018-09-17 20:00:00",1592,21.82,98.5
"2018-09-17 21:00:00",1593,21.72,99.1
"2018-09-17 22:00:00",1594,21.44,100
"2018-09-17 23:00:00",1595,21.42,100
"2018-09-18 00:00:00",1596,21.15,100
"2018-09-18 01:00:00",1597,20.81,100
"2018-09-18 02:00:00",1598,20.73,100
"2018-09-18 03:00:00",1599,20.68,100
"2018-09-18 04:00:00",1600,20.56,100
"2018-09-18 05:00:00",1601,19.77,100
"2018-09-18 06:00:00",1602,19.2,100
"2018-09-18 07:00:00",1603,19.01,100
"2018-09-18 08:00:00",1604,19,100
"2018-09-18 09:00:00",1605,19.16,100
"2018-09-18 10:00:00",1606,19.68,95.3
"2018-09-18 11:00:00",1607,20.9,87.2
"2018-09-18 12:00:00",1608,22.49,82.8
"2018-09-18 13:00:00",1609,23.71,70.12
"2018-09-18 14:00:00",1610,24.17,72.17
"2018-09-18 15:00:00",1611,24.77,65.46
"2018-09-18 16:00:00",1612,25.69,69.14
"2018-09-18 17:00:00",1613,26.07,64.64
"2018-09-18 18:00:00",1614,25.75,69.33
"2018-09-18 19:00:00",1615,25.58,75.11
"2018-09-18 20:00:00",1616,23.25,87.2
"2018-09-18 21:00:00",1617,21.69,94.5
"2018-09-18 22:00:00",1618,20.76,97.9
"2018-09-18 23:00:00",1619,20.28,95.5
"2018-09-19 00:00:00",1620,20.15,94.7
"2018-09-19 01:00:00",1621,20.07,97.8
"2018-09-19 02:00:00",1622,19.61,99.1
"2018-09-19 03:00:00",1623,19.28,99.7
"2018-09-19 04:00:00",1624,18.95,100
"2018-09-19 05:00:00",1625,18.95,99.6
"2018-09-19 06:00:00",1626,18.67,100
"2018-09-19 07:00:00",1627,18.7,98.5
"2018-09-19 08:00:00",1628,18.89,99.5
"2018-09-19 09:00:00",1629,19.69,97.2
"2018-09-19 10:00:00",1630,20.58,92.3
"2018-09-19 11:00:00",1631,22.44,83
"2018-09-19 12:00:00",1632,23.8,75.99
"2018-09-19 13:00:00",1633,24.57,70.56
"2018-09-19 14:00:00",1634,26.28,70.03
"2018-09-19 15:00:00",1635,26.42,63
"2018-09-19 16:00:00",1636,26.69,59.68
"2018-09-19 17:00:00",1637,26.58,64.52
"2018-09-19 18:00:00",1638,26.36,67.84
"2018-09-19 19:00:00",1639,25.61,77.11
"2018-09-19 20:00:00",1640,23.22,83
"2018-09-19 21:00:00",1641,21.64,96
"2018-09-19 22:00:00",1642,20.58,95.4
"2018-09-19 23:00:00",1643,20.06,92.8
"2018-09-20 00:00:00",1644,19.12,93.1
"2018-09-20 01:00:00",1645,18.6,95.8
"2018-09-20 02:00:00",1646,18.38,93.4
"2018-09-20 03:00:00",1647,18.04,97.6
"2018-09-20 04:00:00",1648,17.4,98.1
"2018-09-20 05:00:00",1649,17.57,98.2
"2018-09-20 06:00:00",1650,17.2,99.1
"2018-09-20 07:00:00",1651,17.19,99.6
"2018-09-20 08:00:00",1652,17.53,96.4
"2018-09-20 09:00:00",1653,20.33,82.9
"2018-09-20 10:00:00",1654,22.7,75.22
"2018-09-20 11:00:00",1655,25.16,70.54
"2018-09-20 12:00:00",1656,26.54,67.69
"2018-09-20 13:00:00",1657,27.67,56.35
"2018-09-20 14:00:00",1658,27.83,58.5
"2018-09-20 15:00:00",1659,29.05,59.93
"2018-09-20 16:00:00",1660,29.56,56.59
"2018-09-20 17:00:00",1661,29.22,59.44
"2018-09-20 18:00:00",1662,27.69,68.2
"2018-09-20 19:00:00",1663,26.43,82.5
"2018-09-20 20:00:00",1664,23.91,88
"2018-09-20 21:00:00",1665,23,84.9
"2018-09-20 22:00:00",1666,22.59,84.2
"2018-09-20 23:00:00",1667,22.06,85.7
"2018-09-21 00:00:00",1668,21.96,86.5
"2018-09-21 01:00:00",1669,21.86,85.7
"2018-09-21 02:00:00",1670,21.79,85.5
"2018-09-21 03:00:00",1671,21.63,87
"2018-09-21 04:00:00",1672,21.13,87.3
"2018-09-21 05:00:00",1673,21.36,88.1
"2018-09-21 06:00:00",1674,21.24,89.2
"2018-09-21 07:00:00",1675,21.24,88.2
"2018-09-21 08:00:00",1676,21.2,85.9
"2018-09-21 09:00:00",1677,22.71,79.42
"2018-09-21 10:00:00",1678,24.69,72.39
"2018-09-21 11:00:00",1679,26.21,68.15
"2018-09-21 12:00:00",1680,27.3,64.97
"2018-09-21 13:00:00",1681,28.64,62.78
"2018-09-21 14:00:00",1682,29.2,61.46
"2018-09-21 15:00:00",1683,29.76,56.24
"2018-09-21 16:00:00",1684,28.72,60.08
"2018-09-21 17:00:00",1685,28.85,65.2
"2018-09-21 18:00:00",1686,27.92,69.66
"2018-09-21 19:00:00",1687,26.84,73.59
"2018-09-21 20:00:00",1688,24.73,78.93
"2018-09-21 21:00:00",1689,24.34,79.28
"2018-09-21 22:00:00",1690,23.79,79.15
"2018-09-21 23:00:00",1691,23.52,91.4
"2018-09-22 00:00:00",1692,21.01,99.8
"2018-09-22 01:00:00",1693,20.55,99.6
"2018-09-22 02:00:00",1694,20.38,97.7
"2018-09-22 03:00:00",1695,19.96,99.9
"2018-09-22 04:00:00",1696,19.7,95.8
"2018-09-22 05:00:00",1697,18.16,91
"2018-09-22 06:00:00",1698,16.85,84.2
"2018-09-22 07:00:00",1699,16,85.8
"2018-09-22 08:00:00",1700,15.74,87.3
